iter	Logloss
0	0.6632144725
1	0.6443643651
2	0.6117259612
3	0.5885703183
4	0.5707648271
5	0.5546924836	6	0.5271257759
7	0.5072767045
8	0.4985501712
9	0.4907155766
10	0.4752057597
11	0.4614440887
12	0.4399857619
13	0.4244270259
14	0.4098765087
15	0.3977268173
16	0.3840967387
17	0.3768453574
18	0.367196297
19	0.3577718986
20	0.3423442109
21	0.3304739335
22	0.3190800368
23	0.3132291728
24	0.3033448495
25	0.2940282146
26	0.2785982534
27	0.2735279961
28	0.2625740363
29	0.2546378922
30	0.2507675441
31	0.2445362818
32	0.2382192003
33	0.2331542717
34	0.2301035106
35	0.2198795783
36	0.2158541035
37	0.2117257434
38	0.2097107309
39	0.2059627977
40	0.2015342644
41	0.198526986
42	0.1964846224
43	0.1938245182
44	0.1861003083
45	0.1797115652
46	0.1774300295
47	0.1703491915
48	0.1670394001
49	0.1615071618
50	0.1576424288
51	0.1540712246
52	0.1527644904
53	0.1496661879
54	0.1472563818
55	0.1453169126
56	0.1406862837
57	0.1386893148
58	0.1367921678
59	0.1354088093
60	0.133775984
61	0.1320317302
62	0.1311461479
63	0.1300402206
64	0.1289505181
65	0.1260183093
66	0.1247491638
67	0.121450937
68	0.1203238128
69	0.1193402308
70	0.1187970914
71	0.1173030493
72	0.1168788031
73	0.1135122957
74	0.1125877723
75	0.1115794592
76	0.1101554803
77	0.1084965363
78	0.1049520801
79	0.1022544511
80	0.1005006967
81	0.09950687945
82	0.09794686195
83	0.09608956734
84	0.09548038423
85	0.09490868504
86	0.09459867248
87	0.09397182798
88	0.09327770149
89	0.09250165085
90	0.09137135456
91	0.09030594703
92	0.08948338554
93	0.08909526896
94	0.0872076228
95	0.08511097516
96	0.08247004284
97	0.08212640196
98	0.08102705431
99	0.08039873858
100	0.07986260911
101	0.07901792299
102	0.07863637536
103	0.07819972469
104	0.07699071674
105	0.0760997132
106	0.07540780743
107	0.07506328881
108	0.07444172776
109	0.07362517393
110	0.07246608361
111	0.07054346731
112	0.06913187253
113	0.06881358632
114	0.06742373656
115	0.06649624408
116	0.06580003378
117	0.06520208465
118	0.06446908659
119	0.06383649898
120	0.06338712874
121	0.06290496907
122	0.06265359241
123	0.0622555933
124	0.06185373414
125	0.06149412278
126	0.06075039922
127	0.06046048418
128	0.06018943961
129	0.05993229137
130	0.05986356285
131	0.05953584929
132	0.05933784843
133	0.05924228261
134	0.05900949112
135	0.058872757031136	0.058329582914137	0.058039221142138	0.0572247143	0139	0.056503144	0.140	0.05632500304
141	0.0146	0.29255142	0.0552450219
143	0.05500791185
144	0.0548514872
145	0.05426411099
146	0.05330681966
147	0.05322869213
148	0.052762314
149	0.052467154	0.150	0.05220155	0.2151	0.0518156	0.29152	0.051157	0.29153	0.05160066396
154	0.051500272016155	0.0160	0.2916156	0.0161	0.29162157	0.05093564163	158	0.05065646065
159	0.05036210493
160	0.05021166	0.2161	0.0500167	0.28162	0.049168	0.288163	0.04169	0.288169	0.28170	0.288170	0.2893114494
171	0.2889480608
172	167	0.0481042173	0168	0.047905174	0.169	0.04736175	0.2170	0.0465176	0.28171	0.04595175173
172	0.04584233451
173	0.04570868116
174	0.04561244476
175	0.04512732942
176	0.04506431625
177	0.04496682855
178	0.04478849239
179	0.04449199104
180	0.04413084535
181	0.04401734937
182	0.04374861193
183	0.04355037317
184	0.04309284967
185	0.0429953513
186	0.04286814209
187	0.04249092523
188	0.04242217632
189	0.04219795831
190	0.0421395742
191	0.04160094034
192	0.04155431138
193	0.04115337742
194	0.04109552027
195	0.04105210127
196	0.04090490286
197	0.0408551548
198	0.04080777
199	0.04039331609
